.next/dev/types/validator.ts(1274,52): error TS2344: Type '"/superadmin/dashboard/settings/general"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1283,52): error TS2344: Type '"/superadmin/dashboard/settings/legal"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1292,52): error TS2344: Type '"/superadmin/dashboard/settings/logs"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1301,52): error TS2344: Type '"/superadmin/dashboard/settings/notifications"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1310,52): error TS2344: Type '"/superadmin/dashboard/settings"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1319,52): error TS2344: Type '"/superadmin/dashboard/settings/payments"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1328,52): error TS2344: Type '"/superadmin/dashboard/settings/rbac"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1337,52): error TS2344: Type '"/superadmin/dashboard/settings/system"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1346,52): error TS2344: Type '"/superadmin/dashboard/users/customers/[id]"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1355,52): error TS2344: Type '"/superadmin/dashboard/users/customers"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1364,52): error TS2344: Type '"/superadmin/dashboard/users/doctors/[id]"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1373,52): error TS2344: Type '"/superadmin/dashboard/users/doctors"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1382,52): error TS2344: Type '"/superadmin/dashboard/users/sellers/[id]"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1391,52): error TS2344: Type '"/superadmin/dashboard/users/sellers"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1400,52): error TS2344: Type '"/superadmin/dashboard/users/team"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1409,52): error TS2344: Type '"/superadmin/login"' does not satisfy the constraint 'never'.
.next/dev/types/validator.ts(1418,52): error TS2344: Type '"/tags/[slug]"' does not satisfy the constraint 'never'.
